CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear,Created_At
775,"Full-Stack Web Development with React","Computer Science","Web Development",Hindi,"SQL, React, Azure, JavaScript, AWS","Brett Pena",4.9,86168,17,FutureLearn,29.00,1,Advanced,2022,"2025-07-22 15:56:44"
776,"SQL for Data Science","Data Science","Data Analysis",French,"Power BI, Python, Excel, Deep Learning, Machine Learning","Raymond Curry",3.4,22324,9,FutureLearn,49.00,1,Intermediate,2018,"2025-07-22 15:56:44"
777,"Google Data Analytics Certificate","Data Science","Deep Learning",Spanish,"Power BI, Python, R, SQL, Excel","Leah Lee",4.7,97645,58,Coursera,19.00,1,Advanced,2019,"2025-07-22 15:56:44"
778,"SQL for Data Science","Data Science",Statistics,Spanish,"Excel, SQL, Power BI, Machine Learning, Python","Michael White",4.5,38625,59,edX,19.00,1,Intermediate,2024,"2025-07-22 15:56:44"
779,"SQL for Data Science","Data Science","Big Data",French,"R, Excel, Power BI, Python, Data Analysis","Megan Decker",3.1,98376,39,FutureLearn,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
780,"Applied Data Science with Python","Data Science","Deep Learning",English,"Deep Learning, Python, Power BI, Machine Learning, R","Brent Garcia",4.6,79831,9,FutureLearn,29.00,1,Advanced,2018,"2025-07-22 15:56:44"
781,"The Science of Well-Being","IT & Software",Networking,Spanish,"AWS, DevOps, Networking, Critical Thinking, Azure","Daniel Campbell",3.2,46194,29,Udemy,299.00,1,Intermediate,2018,"2025-07-22 15:56:44"
782,"Statistics with Python","Data Science",Statistics,Spanish,"SQL, R, Data Analysis, Power BI, Python","Alexander Davis",4.1,10461,51,Coursera,29.00,1,Intermediate,2024,"2025-07-22 15:56:44"
783,"Introduction to Data Science in Python","Data Science","Big Data",Spanish,"R, Data Analysis, Deep Learning, Excel, Machine Learning","Mary Houston",3.5,87447,12,FutureLearn,199.00,1,Beginner,2023,"2025-07-22 15:56:44"
784,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,Hindi,"DevOps, AWS, Critical Thinking, Azure, Networking","Margaret Erickson",4.8,1751,50,edX,99.00,1,Intermediate,2020,"2025-07-22 15:56:44"
785,"Applied Data Science with Python","Data Science","Machine Learning",English,"R, Python, SQL, Excel, Deep Learning","Scott Anderson",4.6,3263,48,Udemy,19.00,1,Advanced,2021,"2025-07-22 15:56:44"
786,"Applied Data Science with Python","Data Science","Big Data",Spanish,"Data Analysis, Power BI, Deep Learning, Python, SQL","Stephanie Knight",4.8,71401,40,FutureLearn,99.00,1,Advanced,2020,"2025-07-22 15:56:44"
787,"Cybersecurity for Business",Business,Leadership,Spanish,"Critical Thinking, Leadership, Power BI, Excel, Communication","Stephanie Dominguez",3.2,50187,23,FutureLearn,19.00,1,Advanced,2022,"2025-07-22 15:56:44"
788,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Hindi,"Machine Learning, Deep Learning, SQL, Data Analysis, Excel","John Mayer",3.1,24987,43,FutureLearn,19.00,1,Intermediate,2020,"2025-07-22 15:56:44"
789,"Statistics with Python","Data Science","Machine Learning",French,"Python, Power BI, Machine Learning, Deep Learning, Excel","Tammy Hill",5.0,5678,43,Udemy,99.00,1,Beginner,2023,"2025-07-22 15:56:44"
790,"The Science of Well-Being","Data Science",Statistics,English,"SQL, R, Deep Learning, Data Analysis, Excel","Steven Carrillo",3.4,19139,56,FutureLearn,0.00,0,Intermediate,2018,"2025-07-22 15:56:44"
791,"AI For Everyone","Data Science","Machine Learning",English,"Deep Learning, R, Data Analysis, Power BI, Excel","Christopher Jones",3.7,52442,20,Udemy,99.00,1,Advanced,2018,"2025-07-22 15:56:44"
792,"Business Analytics with Excel",Business,Leadership,Hindi,"Power BI, Critical Thinking, Leadership, Excel, Communication","Janet Cook",3.3,41196,19,FutureLearn,299.00,1,Advanced,2018,"2025-07-22 15:56:44"
793,"The Science of Well-Being",Arts,"Creative Writing",English,"Photography, Design, Communication, Creativity","Tyler Baker",4.7,89084,48,Udemy,49.00,1,Advanced,2019,"2025-07-22 15:56:44"
794,"Java Programming and Software Engineering","Computer Science",Programming,Spanish,"React, JavaScript, SQL, Python, AWS","John Mcfarland",4.5,75673,22,FutureLearn,299.00,1,Intermediate,2024,"2025-07-22 15:56:44"
795,"AI For Everyone","Data Science","Big Data",French,"Power BI, SQL, Machine Learning, Excel, R","Cassandra Vasquez",4.8,47718,19,Coursera,29.00,1,Beginner,2023,"2025-07-22 15:56:44"
796,"Business Analytics with Excel",Business,Finance,French,"Leadership, Communication, Power BI, Critical Thinking, Excel","Randy Robinson",3.0,50990,38,FutureLearn,49.00,1,Beginner,2020,"2025-07-22 15:56:44"
797,"Big Data Essentials","Data Science","Machine Learning",French,"Power BI, SQL, Python, Machine Learning, R","Susan Baldwin",4.7,48723,7,Udemy,19.00,1,Advanced,2022,"2025-07-22 15:56:44"
798,"Deep Learning Specialization","Data Science","Big Data",Hindi,"R, Power BI, Python, Excel, Deep Learning","Benjamin Duncan",4.2,77742,12,Udemy,0.00,0,Beginner,2024,"2025-07-22 15:56:44"
799,"AI For Everyone","Data Science","Deep Learning",Spanish,"Python, SQL, Data Analysis, Power BI, Excel","Jeremy Mosley",3.7,90350,17,FutureLearn,99.00,1,Intermediate,2022,"2025-07-22 15:56:44"
800,"Excel to MySQL: Analytic Techniques","Data Science","Big Data",English,"Deep Learning, SQL, Python, R, Power BI","Martin Fitzpatrick",3.1,94027,39,FutureLearn,49.00,1,Beginner,2019,"2025-07-22 15:56:44"
801,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,Spanish,"Networking, DevOps, Azure, Critical Thinking, AWS","Deborah Graves",5.0,77502,13,Coursera,299.00,1,Intermediate,2020,"2025-07-22 15:56:44"
802,"Tableau Data Visualization","Data Science",Statistics,English,"R, Deep Learning, Data Analysis, Power BI, SQL","Laura Robertson",3.2,2235,45,Coursera,99.00,1,Advanced,2022,"2025-07-22 15:56:44"
803,"Tableau Data Visualization","Data Science",Statistics,Spanish,"Power BI, Data Analysis, Deep Learning, Excel, SQL","Katherine Graham",4.5,52284,30,Udemy,29.00,1,Beginner,2022,"2025-07-22 15:56:44"
804,"Big Data Essentials","Data Science","Data Analysis",Spanish,"Data Analysis, Python, Machine Learning, R, Deep Learning","Priscilla Floyd",4.4,49892,5,Udemy,0.00,0,Intermediate,2018,"2025-07-22 15:56:44"
805,"AI For Everyone","Data Science","Big Data",English,"Data Analysis, Excel, R, Machine Learning, Python","April Finley",3.6,84031,14,FutureLearn,49.00,1,Intermediate,2018,"2025-07-22 15:56:44"
806,"Introduction to Data Science in Python","Data Science","Deep Learning",English,"Machine Learning, Data Analysis, Python, Power BI, R","Karen Bradley",3.7,26189,48,Coursera,0.00,0,Beginner,2021,"2025-07-22 15:56:44"
807,"SQL for Data Science","Data Science","Deep Learning",English,"SQL, Machine Learning, Power BI, Python, Data Analysis","Heather Maldonado",3.7,57776,41,Coursera,49.00,1,Intermediate,2019,"2025-07-22 15:56:44"
808,"Business Analytics with Excel",Business,"Business Analytics",Spanish,"Communication, Power BI, Leadership, Critical Thinking, Excel","Mark Benjamin",3.6,74439,21,Coursera,99.00,1,Advanced,2021,"2025-07-22 15:56:44"
809,"Applied Data Science with Python","Data Science","Data Analysis",English,"Deep Learning, SQL, Python, Data Analysis, Machine Learning","Joseph Woodward",3.6,60423,12,Coursera,99.00,1,Advanced,2022,"2025-07-22 15:56:44"
810,"Big Data Essentials","Data Science",Statistics,Hindi,"Power BI, Machine Learning, Deep Learning, Data Analysis, Excel","Joe Miranda",3.9,51000,12,Udemy,99.00,1,Beginner,2020,"2025-07-22 15:56:44"
811,"Python for Everybody","Data Science",Statistics,English,"Excel, Data Analysis, Deep Learning, R, Machine Learning","Cassandra Williams",3.7,61534,8,Udemy,49.00,1,Beginner,2023,"2025-07-22 15:56:44"
812,"Full-Stack Web Development with React","Computer Science","Cloud Computing",English,"React, JavaScript, SQL, AWS, Azure","Connor Dominguez",4.1,21588,6,edX,299.00,1,Intermediate,2021,"2025-07-22 15:56:44"
813,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Hindi,"Machine Learning, SQL, Power BI, R, Excel","Lydia Howard",3.4,53167,23,edX,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
814,"Full-Stack Web Development with React","Computer Science","Web Development",Hindi,"SQL, Python, AWS, React, Azure","Mark Moss",3.5,57679,35,Udemy,49.00,1,Advanced,2023,"2025-07-22 15:56:44"
815,"Tableau Data Visualization","Data Science","Deep Learning",Hindi,"Machine Learning, Deep Learning, R, Data Analysis, SQL","Corey Cortez",3.5,24002,6,Coursera,0.00,0,Intermediate,2023,"2025-07-22 15:56:44"
816,"The Science of Well-Being","Data Science","Machine Learning",Spanish,"Power BI, R, SQL, Deep Learning, Excel","Katherine Brown",3.6,27942,24,FutureLearn,99.00,1,Advanced,2018,"2025-07-22 15:56:44"
817,"Applied Data Science with Python","Data Science",Statistics,Spanish,"Data Analysis, R, Python, Machine Learning, Excel","Elizabeth Ferguson",4.7,43125,58,edX,299.00,1,Advanced,2020,"2025-07-22 15:56:44"
818,"Cybersecurity for Business",Business,"Business Analytics",English,"Critical Thinking, Leadership, Excel, Communication, Power BI","Joann Forbes",3.4,29084,12,Coursera,99.00,1,Beginner,2023,"2025-07-22 15:56:44"
819,"Big Data Essentials","Data Science","Big Data",French,"R, SQL, Power BI, Deep Learning, Excel","Anthony French",5.0,95088,54,Udemy,299.00,1,Beginner,2021,"2025-07-22 15:56:44"
820,"Deep Learning Specialization",Arts,"Creative Writing",English,"Communication, Creativity, Photography, Design","Bruce Roman",4.9,52765,24,FutureLearn,49.00,1,Beginner,2024,"2025-07-22 15:56:44"
821,"Python for Everybody","Data Science","Big Data",French,"Python, SQL, R, Data Analysis, Excel","Judy Gregory",4.6,44016,44,edX,19.00,1,Beginner,2022,"2025-07-22 15:56:44"
822,"Introduction to Data Science in Python","Data Science",Statistics,English,"R, SQL, Deep Learning, Data Analysis, Python","Brittany Riley",4.3,92906,24,Coursera,199.00,1,Beginner,2021,"2025-07-22 15:56:44"
823,"Data Structures and Algorithms Specialization","Data Science","Data Analysis",Spanish,"Python, Deep Learning, Power BI, Machine Learning, R","Amanda Thomas",4.0,56202,34,FutureLearn,299.00,1,Beginner,2020,"2025-07-22 15:56:44"
824,"Full-Stack Web Development with React","Computer Science",Programming,French,"React, Python, JavaScript, Azure, SQL","Kaitlin Hardin",3.4,66731,47,edX,199.00,1,Advanced,2024,"2025-07-22 15:56:44"
825,"Python for Everybody","Data Science","Big Data",French,"R, Machine Learning, Deep Learning, Python, Data Analysis","Michael Anderson",3.5,78089,36,Udemy,99.00,1,Beginner,2022,"2025-07-22 15:56:44"
826,"Cybersecurity for Business",Business,"Business Analytics",French,"Power BI, Critical Thinking, Communication, Excel, Leadership","Anthony Parker",3.1,97105,44,edX,29.00,1,Intermediate,2018,"2025-07-22 15:56:44"
827,"Java Programming and Software Engineering","Computer Science",Cybersecurity,Hindi,"AWS, Python, Azure, React, SQL","Joy Jackson",3.3,97788,19,edX,29.00,1,Intermediate,2018,"2025-07-22 15:56:44"
828,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",English,"SQL, Excel, Deep Learning, R, Python","Sabrina Rodriguez",3.7,37890,40,edX,199.00,1,Beginner,2020,"2025-07-22 15:56:44"
829,"Statistics with Python","Data Science","Machine Learning",Hindi,"Python, Deep Learning, Excel, SQL, Machine Learning","Robert Walker PhD",3.3,25411,57,edX,49.00,1,Intermediate,2020,"2025-07-22 15:56:44"
830,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",Hindi,"Data Analysis, Excel, Machine Learning, Deep Learning, R","Robert Hendrix",4.8,16977,18,FutureLearn,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
831,"Tableau Data Visualization","Data Science",Statistics,French,"Excel, Python, Data Analysis, R, Deep Learning","Erika Daugherty",4.0,50486,49,Coursera,0.00,1,Advanced,2019,"2025-07-22 15:56:44"
832,"Excel to MySQL: Analytic Techniques","Data Science","Data Analysis",English,"Deep Learning, Machine Learning, Data Analysis, Power BI, Excel","Brenda Copeland",4.5,42641,37,FutureLearn,49.00,1,Advanced,2021,"2025-07-22 15:56:44"
833,"Java Programming and Software Engineering","Computer Science",Cybersecurity,French,"AWS, React, Python, SQL, JavaScript","Pamela Watkins",3.3,51869,56,Coursera,0.00,0,Beginner,2024,"2025-07-22 15:56:44"
834,"Tableau Data Visualization","Data Science",Statistics,French,"Python, R, SQL, Machine Learning, Excel","Bryan Thomas",3.3,13070,31,edX,49.00,1,Intermediate,2020,"2025-07-22 15:56:44"
835,"Applied Data Science with Python","Data Science","Big Data",Spanish,"Power BI, Data Analysis, Excel, Machine Learning, R","Michael Tran",4.5,47085,36,edX,29.00,1,Beginner,2019,"2025-07-22 15:56:44"
836,"Java Programming and Software Engineering","Computer Science",Cybersecurity,French,"React, Azure, SQL, JavaScript, AWS","Timothy Williams",4.0,44347,38,FutureLearn,0.00,1,Advanced,2024,"2025-07-22 15:56:44"
837,"Introduction to Data Science in Python","Data Science","Deep Learning",French,"R, Deep Learning, Python, Data Analysis, Power BI","Ryan Salazar",3.7,42710,11,Udemy,49.00,1,Beginner,2020,"2025-07-22 15:56:44"
838,"Google Data Analytics Certificate","Data Science","Data Analysis",English,"R, Python, Excel, Deep Learning, Machine Learning","Alexis Tucker",3.3,26539,17,FutureLearn,29.00,1,Advanced,2021,"2025-07-22 15:56:44"
839,"Statistics with Python","Data Science","Machine Learning",English,"Machine Learning, Power BI, Data Analysis, Excel, Python","Christopher Davis",3.9,32232,31,Udemy,199.00,1,Beginner,2022,"2025-07-22 15:56:44"
840,"SQL for Data Science","Data Science","Data Analysis",Hindi,"R, SQL, Power BI, Excel, Machine Learning","Stacie Butler",3.1,91022,26,Coursera,0.00,1,Advanced,2022,"2025-07-22 15:56:44"
841,"Excel to MySQL: Analytic Techniques","Data Science",Statistics,Spanish,"Machine Learning, Python, R, Data Analysis, Power BI","Patricia Schwartz",4.3,1688,42,FutureLearn,19.00,1,Advanced,2018,"2025-07-22 15:56:44"
842,"AI For Everyone","Data Science",Statistics,Spanish,"Excel, R, Machine Learning, Power BI, Deep Learning","Mark Mills",3.7,20135,40,edX,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
843,"Deep Learning Specialization","Computer Science","Cloud Computing",French,"AWS, SQL, JavaScript, Python, Azure","Todd Bishop",3.4,98864,54,FutureLearn,0.00,1,Advanced,2021,"2025-07-22 15:56:44"
844,"SQL for Data Science","Data Science","Data Analysis",Spanish,"Python, R, Data Analysis, Machine Learning, SQL","Christopher Porter",4.4,44242,42,Coursera,99.00,1,Beginner,2023,"2025-07-22 15:56:44"
845,"Applied Data Science with Python","Data Science","Big Data",Hindi,"Python, SQL, Deep Learning, R, Data Analysis","Lori Patton",4.3,5905,56,Udemy,29.00,1,Beginner,2020,"2025-07-22 15:56:44"
846,"The Science of Well-Being","IT & Software",Cybersecurity,Spanish,"Networking, Critical Thinking, DevOps, AWS, Azure","Aaron Young",3.3,29900,11,FutureLearn,19.00,1,Advanced,2021,"2025-07-22 15:56:44"
847,"Cybersecurity for Business",Business,Finance,Spanish,"Communication, Critical Thinking, Excel, Power BI, Leadership","Joseph Davis",3.1,55852,52,edX,0.00,1,Advanced,2022,"2025-07-22 15:56:44"
848,"Excel to MySQL: Analytic Techniques","Data Science","Deep Learning",Spanish,"Machine Learning, Python, R, Deep Learning, SQL","Philip Fernandez",4.6,68257,60,FutureLearn,299.00,1,Advanced,2022,"2025-07-22 15:56:44"
849,"Introduction to Data Science in Python","Data Science","Data Analysis",Hindi,"SQL, R, Machine Learning, Excel, Power BI","Randy Hopkins",3.3,56377,6,edX,199.00,1,Advanced,2022,"2025-07-22 15:56:44"
850,"The Science of Well-Being",Arts,Painting,Hindi,"Design, Communication, Photography, Creativity","Cory Hogan",3.2,58224,17,Coursera,29.00,1,Intermediate,2021,"2025-07-22 15:56:44"
851,"Statistics with Python","Data Science","Deep Learning",English,"Machine Learning, Deep Learning, Power BI, Python, Data Analysis","Tracy Wells",3.9,65721,14,edX,0.00,0,Beginner,2021,"2025-07-22 15:56:44"
852,"Business Analytics with Excel",Business,Marketing,Hindi,"Communication, Power BI, Excel, Leadership, Critical Thinking","Michael Williams",3.3,95118,14,Udemy,19.00,1,Advanced,2021,"2025-07-22 15:56:44"
853,"Business Analytics with Excel",Business,Leadership,English,"Critical Thinking, Leadership, Power BI, Communication, Excel","Dominique Hamilton",3.1,56252,25,edX,49.00,1,Advanced,2022,"2025-07-22 15:56:44"
854,"Python for Everybody","Data Science","Big Data",Spanish,"Python, Deep Learning, R, Data Analysis, Machine Learning","Robert Chang",4.4,9353,45,FutureLearn,49.00,1,Intermediate,2021,"2025-07-22 15:56:44"
855,"Data Structures and Algorithms Specialization","Data Science","Data Analysis",English,"Deep Learning, SQL, R, Excel, Python","Patrick Buckley",4.7,98265,18,FutureLearn,299.00,1,Advanced,2018,"2025-07-22 15:56:44"
856,"The Science of Well-Being","Computer Science",Programming,French,"SQL, React, JavaScript, Azure, Python","Richard Washington",3.3,72180,18,edX,29.00,1,Advanced,2022,"2025-07-22 15:56:44"
857,"Python for Everybody","Data Science","Big Data",French,"Power BI, SQL, R, Python, Excel","Steven Griffith",3.8,19883,20,FutureLearn,0.00,1,Advanced,2018,"2025-07-22 15:56:44"
858,"Full-Stack Web Development with React","Computer Science","Web Development",English,"JavaScript, AWS, Azure, SQL, Python","Erika Gonzalez",4.1,71773,11,Udemy,199.00,1,Advanced,2023,"2025-07-22 15:56:44"
859,"Google Data Analytics Certificate","Data Science",Statistics,English,"Power BI, Excel, Deep Learning, Python, SQL","Erika Maxwell",4.3,64122,5,FutureLearn,299.00,1,Intermediate,2023,"2025-07-22 15:56:44"
860,"Statistics with Python","Data Science",Statistics,Hindi,"Python, Power BI, Excel, Deep Learning, Machine Learning","Brent Rojas",3.4,19332,42,Udemy,99.00,1,Intermediate,2022,"2025-07-22 15:56:44"
861,"SQL for Data Science","Data Science",Statistics,Spanish,"Machine Learning, SQL, Data Analysis, R, Excel","Jaime Walker",4.2,59622,7,Udemy,199.00,1,Advanced,2020,"2025-07-22 15:56:44"
862,"Java Programming and Software Engineering","Computer Science",Programming,Hindi,"React, Azure, SQL, Python, AWS","John Zamora",5.0,25135,26,edX,299.00,1,Advanced,2021,"2025-07-22 15:56:44"
863,"SQL for Data Science","Data Science","Machine Learning",Hindi,"Excel, Machine Learning, SQL, Python, Deep Learning","Timothy Gibson",3.2,43258,26,Coursera,299.00,1,Advanced,2024,"2025-07-22 15:56:44"
864,"Data Structures and Algorithms Specialization","Data Science","Data Analysis",English,"Excel, Deep Learning, Python, Data Analysis, SQL","Chad Cortez",4.0,81085,43,Udemy,199.00,1,Advanced,2020,"2025-07-22 15:56:44"
865,"Natural Language Processing with Deep Learning","Computer Science",Cybersecurity,English,"JavaScript, SQL, AWS, React, Azure","Vanessa Harris",3.6,40544,35,Coursera,0.00,1,Advanced,2023,"2025-07-22 15:56:44"
866,"Statistics with Python","Data Science","Machine Learning",French,"Data Analysis, SQL, Deep Learning, Excel, Python","Michael Brown",4.1,58291,12,edX,19.00,1,Advanced,2024,"2025-07-22 15:56:44"
867,"SQL for Data Science","Data Science","Big Data",French,"SQL, Deep Learning, Python, R, Machine Learning","Samuel Ellis",4.2,70580,8,Udemy,299.00,1,Beginner,2023,"2025-07-22 15:56:44"
868,"SQL for Data Science","Data Science","Data Analysis",French,"R, Data Analysis, Machine Learning, Excel, Power BI","Greg Tanner",5.0,75401,56,edX,29.00,1,Beginner,2024,"2025-07-22 15:56:44"
869,"Introduction to Data Science in Python","Data Science","Deep Learning",French,"Power BI, Deep Learning, Machine Learning, Data Analysis, Python","Rachel Little",3.4,17757,44,edX,0.00,0,Intermediate,2019,"2025-07-22 15:56:44"
870,"Natural Language Processing with Deep Learning",Arts,Photography,Hindi,"Creativity, Design, Photography, Communication","Carolyn Cordova",4.2,92283,47,Udemy,49.00,1,Advanced,2021,"2025-07-22 15:56:44"
871,"The Science of Well-Being",Business,Leadership,English,"Power BI, Critical Thinking, Communication, Leadership, Excel","Angelica Vincent",3.7,48372,50,edX,19.00,1,Advanced,2019,"2025-07-22 15:56:44"
872,"Java Programming and Software Engineering","Computer Science","Web Development",Spanish,"Python, Azure, SQL, JavaScript, AWS","Zachary Vargas PhD",3.1,45576,45,edX,299.00,1,Advanced,2019,"2025-07-22 15:56:44"
873,"AWS Cloud Practitioner Essentials","IT & Software",DevOps,French,"DevOps, AWS, Azure, Critical Thinking, Networking","Nicholas Fitzgerald",4.7,93032,21,FutureLearn,29.00,1,Beginner,2023,"2025-07-22 15:56:44"
874,"Python for Everybody","Data Science","Machine Learning",Spanish,"Deep Learning, Excel, Power BI, R, Data Analysis","Garrett Riley",4.3,82296,36,edX,99.00,1,Advanced,2022,"2025-07-22 15:56:44"
875,"SQL for Data Science","Data Science","Machine Learning",Hindi,"Power BI, Python, Machine Learning, Excel, Data Analysis","Leslie Hernandez",4.8,10182,37,Coursera,0.00,0,Intermediate,2022,"2025-07-22 15:56:44"
876,"Introduction to Data Science in Python","Data Science",Statistics,Spanish,"SQL, Deep Learning, Data Analysis, Python, Excel","Abigail Baird",4.7,87609,35,FutureLearn,299.00,1,Advanced,2018,"2025-07-22 15:56:44"
877,"Applied Data Science with Python","Data Science",Statistics,French,"R, Power BI, Excel, SQL, Machine Learning","John Mack",3.6,96561,13,Udemy,299.00,1,Advanced,2021,"2025-07-22 15:56:44"
878,"Statistics with Python","Data Science","Data Analysis",Spanish,"Machine Learning, SQL, Python, Power BI, Excel","Joseph Mendoza",4.9,98286,6,FutureLearn,299.00,1,Advanced,2024,"2025-07-22 15:56:44"
879,"Data Structures and Algorithms Specialization","Data Science","Deep Learning",French,"SQL, R, Excel, Machine Learning, Power BI","Samantha Chavez",3.2,97913,29,FutureLearn,49.00,1,Intermediate,2021,"2025-07-22 15:56:44"
880,"AWS Cloud Practitioner Essentials","IT & Software","Cloud Computing",Hindi,"AWS, Azure, DevOps, Networking, Critical Thinking","Justin Smith",4.6,4303,13,Udemy,29.00,1,Beginner,2023,"2025-07-22 15:56:44"
881,"Python for Everybody","Data Science","Deep Learning",Hindi,"R, Excel, Power BI, Deep Learning, Python","Tiffany Anderson",4.5,55592,40,Udemy,0.00,0,Intermediate,2021,"2025-07-22 15:56:44"
882,"Statistics with Python","Data Science","Data Analysis",Hindi,"Python, Excel, Machine Learning, Deep Learning, Power BI","Matthew Davis",4.3,36286,57,FutureLearn,29.00,1,Beginner,2020,"2025-07-22 15:56:44"
883,"Business Analytics with Excel",Business,Marketing,French,"Leadership, Excel, Power BI, Communication, Critical Thinking","Eric Warner",3.6,51932,28,FutureLearn,0.00,0,Intermediate,2019,"2025-07-22 15:56:44"
884,"The Science of Well-Being",Arts,Design,Hindi,"Creativity, Photography, Design, Communication","Nicole Johnson",3.8,8814,41,edX,49.00,1,Advanced,2023,"2025-07-22 15:56:44"
885,"Deep Learning Specialization",Arts,Painting,French,"Photography, Communication, Creativity, Design","Raymond Sawyer",3.8,34533,56,Coursera,49.00,1,Intermediate,2022,"2025-07-22 15:56:44"
886,"AWS Cloud Practitioner Essentials","IT & Software","Cloud Computing",Spanish,"AWS, Azure, Networking, DevOps, Critical Thinking","Richard Wood",3.7,95600,51,Udemy,19.00,1,Intermediate,2024,"2025-07-22 15:56:44"
887,"Natural Language Processing with Deep Learning","Computer Science",Cybersecurity,Hindi,"AWS, React, Azure, JavaScript, SQL","Mark Dalton",4.1,39512,35,Udemy,99.00,1,Beginner,2018,"2025-07-22 15:56:44"
888,"Statistics with Python","Data Science","Data Analysis",French,"Deep Learning, Data Analysis, Machine Learning, Python, Power BI","Steven Cook",3.6,26048,14,edX,199.00,1,Beginner,2018,"2025-07-22 15:56:44"
889,"SQL for Data Science","Data Science","Data Analysis",English,"Excel, R, Power BI, Machine Learning, Data Analysis","Jeffery Nelson",3.3,90304,5,edX,19.00,1,Beginner,2022,"2025-07-22 15:56:44"
890,"Tableau Data Visualization","Data Science","Data Analysis",English,"R, SQL, Machine Learning, Deep Learning, Excel","Kimberly Norton",4.0,6885,49,edX,49.00,1,Advanced,2018,"2025-07-22 15:56:44"
891,"Java Programming and Software Engineering","Computer Science",Programming,Hindi,"JavaScript, AWS, React, Azure, SQL","Angela Gilmore",4.2,42642,10,Coursera,29.00,1,Intermediate,2019,"2025-07-22 15:56:44"
892,"Business Analytics with Excel",Business,Finance,English,"Critical Thinking, Power BI, Leadership, Communication, Excel","Amy Dougherty",4.1,12855,7,FutureLearn,49.00,1,Advanced,2022,"2025-07-22 15:56:44"
893,"Applied Data Science with Python","Data Science","Data Analysis",English,"Power BI, Data Analysis, SQL, Excel, Machine Learning","Stacy Rodriguez",3.8,71916,46,Coursera,299.00,1,Beginner,2024,"2025-07-22 15:56:44"
894,"Big Data Essentials","Data Science","Big Data",Hindi,"Machine Learning, SQL, Deep Learning, Python, Data Analysis","Manuel Diaz",4.4,25813,5,FutureLearn,29.00,1,Beginner,2018,"2025-07-22 15:56:44"
895,"Machine Learning by Stanford University","Data Science","Deep Learning",Spanish,"Machine Learning, Python, SQL, R, Excel","Justin Jones",5.0,90720,26,Coursera,299.00,1,Advanced,2020,"2025-07-22 15:56:44"
896,"Natural Language Processing with Deep Learning",Business,"Business Analytics",French,"Communication, Leadership, Critical Thinking, Excel, Power BI","Christine Zavala",3.8,4906,11,edX,0.00,0,Beginner,2020,"2025-07-22 15:56:44"
897,"Excel to MySQL: Analytic Techniques","Data Science","Data Analysis",Hindi,"Data Analysis, Python, Power BI, Machine Learning, R","Brian Mendoza",4.7,68166,14,Udemy,19.00,1,Beginner,2024,"2025-07-22 15:56:44"
898,"Machine Learning by Stanford University","Data Science","Deep Learning",Hindi,"R, Python, Power BI, Data Analysis, SQL","Lauren Haley",3.4,23181,8,edX,299.00,1,Intermediate,2019,"2025-07-22 15:56:44"
899,"Big Data Essentials","Data Science","Machine Learning",English,"SQL, Deep Learning, Power BI, R, Python","Patrick Perez",3.2,27328,21,edX,299.00,1,Beginner,2019,"2025-07-22 15:56:44"
900,"AWS Cloud Practitioner Essentials","IT & Software","Cloud Computing",French,"Azure, Critical Thinking, Networking, AWS, DevOps","Derek Frazier",4.9,15401,55,Udemy,19.00,1,Beginner,2019,"2025-07-22 15:56:44"
901,"Big Data Essentials","Data Science",Statistics,Hindi,"R, Data Analysis, Machine Learning, Power BI, Excel","Arthur Reed",3.6,65714,30,edX,19.00,1,Intermediate,2022,"2025-07-22 15:56:44"
902,"Introduction to Data Science in Python","Data Science","Big Data",French,"Power BI, Excel, Python, SQL, Data Analysis","Mr. Bryan Mckinney",3.9,35177,16,Coursera,99.00,1,Advanced,2024,"2025-07-22 15:56:44"
903,"Google Data Analytics Certificate","Data Science",Statistics,Hindi,"Deep Learning, SQL, Machine Learning, Excel, R","Kim Carter",3.6,75184,40,edX,199.00,1,Beginner,2022,"2025-07-22 15:56:44"
904,"Machine Learning by Stanford University","Data Science","Big Data",Hindi,"Machine Learning, Data Analysis, Excel, Python, Power BI","Rebecca Dougherty",5.0,53090,28,edX,199.00,1,Advanced,2024,"2025-07-22 15:56:44"
905,"Machine Learning by Stanford University","Data Science","Machine Learning",Hindi,"R, Machine Learning, Power BI, SQL, Data Analysis","Teresa Jones",4.7,67064,8,FutureLearn,299.00,1,Intermediate,2020,"2025-07-22 15:56:44"
906,"Big Data Essentials","Data Science","Machine Learning",Spanish,"R, Machine Learning, Data Analysis, SQL, Excel","Judith Miller",3.3,57972,54,edX,49.00,1,Intermediate,2021,"2025-07-22 15:56:44"
