CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear
754,Excel to MySQL: Analytic Techniques,Data Science,Big Data,English,"R, Python, Power BI, Machine Learning, Deep Learning",Lori Mitchell,4.4 stars,50546,59 hours,Coursera,$49,Yes,Beginner,2024
755,Statistics with Python,Data Science,Big Data,Hindi,"Power BI, Machine Learning, SQL, Python, R",Jonathan York,4.7 stars,31571,44 hours,Coursera,$99,Yes,Intermediate,2018
756,Google Data Analytics Certificate,Data Science,Deep Learning,Hindi,"Power BI, SQL, Deep Learning, Data Analysis, R",Casey Campbell,3.7 stars,78069,29 hours,Udemy,$29,Yes,Advanced,2020
757,The Science of Well-Being,Computer Science,Cloud Computing,Hindi,"JavaScript, Azure, Python, AWS, React",Alexis Rodriguez,3.6 stars,86296,28 hours,Udemy,$299,Yes,Intermediate,2022
758,Business Analytics with Excel,Business,Leadership,Hindi,"Power BI, Leadership, Critical Thinking, Communication, Excel",Kevin Hernandez,3.0 stars,72362,22 hours,FutureLearn,$29,Yes,Intermediate,2024
759,Machine Learning by Stanford University,Data Science,Machine Learning,Spanish,"Machine Learning, R, Excel, Deep Learning, Python",Robert Green,3.5 stars,41813,13 hours,edX,$19,Yes,Beginner,2020
760,AWS Cloud Practitioner Essentials,IT & Software,Networking,Spanish,"Azure, DevOps, Critical Thinking, AWS, Networking",Kari Lloyd,4.6 stars,36588,48 hours,Coursera,$299,Yes,Beginner,2024
761,Statistics with Python,Data Science,Big Data,Spanish,"R, Power BI, Excel, Deep Learning, SQL",Grace Miller,4.7 stars,74805,33 hours,FutureLearn,$0,No,Beginner,2022
762,Natural Language Processing with Deep Learning,Computer Science,Cybersecurity,Hindi,"Azure, React, AWS, JavaScript, SQL",Timothy Moore,3.9 stars,50059,30 hours,FutureLearn,$19,Yes,Advanced,2024
763,Statistics with Python,Data Science,Statistics,Spanish,"Power BI, Data Analysis, R, Python, SQL",Wyatt Townsend II,4.1 stars,63617,59 hours,Udemy,$29,Yes,Beginner,2023
764,Google Data Analytics Certificate,Data Science,Machine Learning,Hindi,"R, SQL, Excel, Deep Learning, Machine Learning",Mark Clark,4.9 stars,73982,44 hours,Udemy,$19,Yes,Beginner,2021
765,The Science of Well-Being,Arts,Creative Writing,Spanish,"Creativity, Design, Photography, Communication",Haley May,3.8 stars,77433,43 hours,Udemy,$19,Yes,Advanced,2023
766,Natural Language Processing with Deep Learning,IT & Software,Cybersecurity,French,"Azure, Networking, DevOps, Critical Thinking, AWS",Audrey Jackson,4.4 stars,59205,44 hours,Udemy,$99,Yes,Intermediate,2024
767,Cybersecurity for Business,Business,Finance,Hindi,"Leadership, Communication, Power BI, Critical Thinking, Excel",Eric Reese,3.1 stars,33060,43 hours,Udemy,$99,Yes,Beginner,2020
768,Machine Learning by Stanford University,Data Science,Deep Learning,French,"Machine Learning, Power BI, R, Python, SQL",Kim James,3.0 stars,679,9 hours,edX,$19,Yes,Intermediate,2018
769,Introduction to Data Science in Python,Data Science,Big Data,Hindi,"Power BI, SQL, R, Python, Data Analysis",Karen Thomas,4.7 stars,37356,51 hours,Coursera,$199,Yes,Beginner,2020
770,Cybersecurity for Business,Business,Leadership,French,"Leadership, Excel, Communication, Critical Thinking, Power BI",Alexandra Ho,3.3 stars,77620,44 hours,FutureLearn,$19,Yes,Advanced,2020
771,AI For Everyone,Data Science,Big Data,Spanish,"R, SQL, Deep Learning, Power BI, Data Analysis",Michael Nixon,4.2 stars,93085,46 hours,Udemy,$0,No,Beginner,2022
772,AWS Cloud Practitioner Essentials,IT & Software,Cybersecurity,French,"Azure, Networking, AWS, DevOps, Critical Thinking",Amanda Hardin,4.2 stars,13509,44 hours,edX,$49,Yes,Advanced,2022
773,Tableau Data Visualization,Data Science,Big Data,Hindi,"Data Analysis, R, Power BI, Python, Excel",Tina Reynolds,4.8 stars,11264,35 hours,edX,$49,Yes,Beginner,2023
774,Java Programming and Software Engineering,Computer Science,Programming,French,"React, AWS, Azure, Python, JavaScript",Shannon Rogers,4.1 stars,63052,14 hours,edX,$99,Yes,Beginner,2020
775,Full-Stack Web Development with React,Computer Science,Web Development,Hindi,"SQL, React, Azure, JavaScript, AWS",Brett Pena,4.9 stars,86168,17 hours,FutureLearn,$29,Yes,Advanced,2022
776,SQL for Data Science,Data Science,Data Analysis,French,"Power BI, Python, Excel, Deep Learning, Machine Learning",Raymond Curry,3.4 stars,22324,9 hours,FutureLearn,$49,Yes,Intermediate,2018
777,Google Data Analytics Certificate,Data Science,Deep Learning,Spanish,"Power BI, Python, R, SQL, Excel",Leah Lee,4.7 stars,97645,58 hours,Coursera,$19,Yes,Advanced,2019
778,SQL for Data Science,Data Science,Statistics,Spanish,"Excel, SQL, Power BI, Machine Learning, Python",Michael White,4.5 stars,38625,59 hours,edX,$19,Yes,Intermediate,2024
779,SQL for Data Science,Data Science,Big Data,French,"R, Excel, Power BI, Python, Data Analysis",Megan Decker,3.1 stars,98376,39 hours,FutureLearn,$49,Yes,Beginner,2024
780,Applied Data Science with Python,Data Science,Deep Learning,English,"Deep Learning, Python, Power BI, Machine Learning, R",Brent Garcia,4.6 stars,79831,9 hours,FutureLearn,$29,Yes,Advanced,2018
781,The Science of Well-Being,IT & Software,Networking,Spanish,"AWS, DevOps, Networking, Critical Thinking, Azure",Daniel Campbell,3.2 stars,46194,29 hours,Udemy,$299,Yes,Intermediate,2018
782,Statistics with Python,Data Science,Statistics,Spanish,"SQL, R, Data Analysis, Power BI, Python",Alexander Davis,4.1 stars,10461,51 hours,Coursera,$29,Yes,Intermediate,2024
783,Introduction to Data Science in Python,Data Science,Big Data,Spanish,"R, Data Analysis, Deep Learning, Excel, Machine Learning",Mary Houston,3.5 stars,87447,12 hours,FutureLearn,$199,Yes,Beginner,2023
784,AWS Cloud Practitioner Essentials,IT & Software,DevOps,Hindi,"DevOps, AWS, Critical Thinking, Azure, Networking",Margaret Erickson,4.8 stars,1751,50 hours,edX,$99,Yes,Intermediate,2020
785,Applied Data Science with Python,Data Science,Machine Learning,English,"R, Python, SQL, Excel, Deep Learning",Scott Anderson,4.6 stars,3263,48 hours,Udemy,$19,Yes,Advanced,2021
786,Applied Data Science with Python,Data Science,Big Data,Spanish,"Data Analysis, Power BI, Deep Learning, Python, SQL",Stephanie Knight,4.8 stars,71401,40 hours,FutureLearn,$99,Yes,Advanced,2020
787,Cybersecurity for Business,Business,Leadership,Spanish,"Critical Thinking, Leadership, Power BI, Excel, Communication",Stephanie Dominguez,3.2 stars,50187,23 hours,FutureLearn,$19,Yes,Advanced,2022
788,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Hindi,"Machine Learning, Deep Learning, SQL, Data Analysis, Excel",John Mayer,3.1 stars,24987,43 hours,FutureLearn,$19,Yes,Intermediate,2020
789,Statistics with Python,Data Science,Machine Learning,French,"Python, Power BI, Machine Learning, Deep Learning, Excel",Tammy Hill,5.0 stars,5678,43 hours,Udemy,$99,Yes,Beginner,2023
790,The Science of Well-Being,Data Science,Statistics,English,"SQL, R, Deep Learning, Data Analysis, Excel",Steven Carrillo,3.4 stars,19139,56 hours,FutureLearn,$0,No,Intermediate,2018
791,AI For Everyone,Data Science,Machine Learning,English,"Deep Learning, R, Data Analysis, Power BI, Excel",Christopher Jones,3.7 stars,52442,20 hours,Udemy,$99,Yes,Advanced,2018
792,Business Analytics with Excel,Business,Leadership,Hindi,"Power BI, Critical Thinking, Leadership, Excel, Communication",Janet Cook,3.3 stars,41196,19 hours,FutureLearn,$299,Yes,Advanced,2018
793,The Science of Well-Being,Arts,Creative Writing,English,"Photography, Design, Communication, Creativity",Tyler Baker,4.7 stars,89084,48 hours,Udemy,$49,Yes,Advanced,2019
794,Java Programming and Software Engineering,Computer Science,Programming,Spanish,"React, JavaScript, SQL, Python, AWS",John Mcfarland,4.5 stars,75673,22 hours,FutureLearn,$299,Yes,Intermediate,2024
795,AI For Everyone,Data Science,Big Data,French,"Power BI, SQL, Machine Learning, Excel, R",Cassandra Vasquez,4.8 stars,47718,19 hours,Coursera,$29,Yes,Beginner,2023
796,Business Analytics with Excel,Business,Finance,French,"Leadership, Communication, Power BI, Critical Thinking, Excel",Randy Robinson,3.0 stars,50990,38 hours,FutureLearn,$49,Yes,Beginner,2020
797,Big Data Essentials,Data Science,Machine Learning,French,"Power BI, SQL, Python, Machine Learning, R",Susan Baldwin,4.7 stars,48723,7 hours,Udemy,$19,Yes,Advanced,2022
798,Deep Learning Specialization,Data Science,Big Data,Hindi,"R, Power BI, Python, Excel, Deep Learning",Benjamin Duncan,4.2 stars,77742,12 hours,Udemy,$0,No,Beginner,2024
799,AI For Everyone,Data Science,Deep Learning,Spanish,"Python, SQL, Data Analysis, Power BI, Excel",Jeremy Mosley,3.7 stars,90350,17 hours,FutureLearn,$99,Yes,Intermediate,2022
800,Excel to MySQL: Analytic Techniques,Data Science,Big Data,English,"Deep Learning, SQL, Python, R, Power BI",Martin Fitzpatrick,3.1 stars,94027,39 hours,FutureLearn,$49,Yes,Beginner,2019
801,AWS Cloud Practitioner Essentials,IT & Software,DevOps,Spanish,"Networking, DevOps, Azure, Critical Thinking, AWS",Deborah Graves,5.0 stars,77502,13 hours,Coursera,$299,Yes,Intermediate,2020
802,Tableau Data Visualization,Data Science,Statistics,English,"R, Deep Learning, Data Analysis, Power BI, SQL",Laura Robertson,3.2 stars,2235,45 hours,Coursera,$99,Yes,Advanced,2022
803,Tableau Data Visualization,Data Science,Statistics,Spanish,"Power BI, Data Analysis, Deep Learning, Excel, SQL",Katherine Graham,4.5 stars,52284,30 hours,Udemy,$29,Yes,Beginner,2022
804,Big Data Essentials,Data Science,Data Analysis,Spanish,"Data Analysis, Python, Machine Learning, R, Deep Learning",Priscilla Floyd,4.4 stars,49892,5 hours,Udemy,$0,No,Intermediate,2018
805,AI For Everyone,Data Science,Big Data,English,"Data Analysis, Excel, R, Machine Learning, Python",April Finley,3.6 stars,84031,14 hours,FutureLearn,$49,Yes,Intermediate,2018
806,Introduction to Data Science in Python,Data Science,Deep Learning,English,"Machine Learning, Data Analysis, Python, Power BI, R",Karen Bradley,3.7 stars,26189,48 hours,Coursera,$0,No,Beginner,2021
807,SQL for Data Science,Data Science,Deep Learning,English,"SQL, Machine Learning, Power BI, Python, Data Analysis",Heather Maldonado,3.7 stars,57776,41 hours,Coursera,$49,Yes,Intermediate,2019
808,Business Analytics with Excel,Business,Business Analytics,Spanish,"Communication, Power BI, Leadership, Critical Thinking, Excel",Mark Benjamin,3.6 stars,74439,21 hours,Coursera,$99,Yes,Advanced,2021
809,Applied Data Science with Python,Data Science,Data Analysis,English,"Deep Learning, SQL, Python, Data Analysis, Machine Learning",Joseph Woodward,3.6 stars,60423,12 hours,Coursera,$99,Yes,Advanced,2022
810,Big Data Essentials,Data Science,Statistics,Hindi,"Power BI, Machine Learning, Deep Learning, Data Analysis, Excel",Joe Miranda,3.9 stars,51000,12 hours,Udemy,$99,Yes,Beginner,2020
811,Python for Everybody,Data Science,Statistics,English,"Excel, Data Analysis, Deep Learning, R, Machine Learning",Cassandra Williams,3.7 stars,61534,8 hours,Udemy,$49,Yes,Beginner,2023
812,Full-Stack Web Development with React,Computer Science,Cloud Computing,English,"React, JavaScript, SQL, AWS, Azure",Connor Dominguez,4.1 stars,21588,6 hours,edX,$299,Yes,Intermediate,2021
813,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Hindi,"Machine Learning, SQL, Power BI, R, Excel",Lydia Howard,3.4 stars,53167,23 hours,edX,$19,Yes,Beginner,2019
814,Full-Stack Web Development with React,Computer Science,Web Development,Hindi,"SQL, Python, AWS, React, Azure",Mark Moss,3.5 stars,57679,35 hours,Udemy,$49,Yes,Advanced,2023
815,Tableau Data Visualization,Data Science,Deep Learning,Hindi,"Machine Learning, Deep Learning, R, Data Analysis, SQL",Corey Cortez,3.5 stars,24002,6 hours,Coursera,$0,No,Intermediate,2023
816,The Science of Well-Being,Data Science,Machine Learning,Spanish,"Power BI, R, SQL, Deep Learning, Excel",Katherine Brown,3.6 stars,27942,24 hours,FutureLearn,$99,Yes,Advanced,2018
817,Applied Data Science with Python,Data Science,Statistics,Spanish,"Data Analysis, R, Python, Machine Learning, Excel",Elizabeth Ferguson,4.7 stars,43125,58 hours,edX,$299,Yes,Advanced,2020
818,Cybersecurity for Business,Business,Business Analytics,English,"Critical Thinking, Leadership, Excel, Communication, Power BI",Joann Forbes,3.4 stars,29084,12 hours,Coursera,$99,Yes,Beginner,2023
819,Big Data Essentials,Data Science,Big Data,French,"R, SQL, Power BI, Deep Learning, Excel",Anthony French,5.0 stars,95088,54 hours,Udemy,$299,Yes,Beginner,2021
820,Deep Learning Specialization,Arts,Creative Writing,English,"Communication, Creativity, Photography, Design",Bruce Roman,4.9 stars,52765,24 hours,FutureLearn,$49,Yes,Beginner,2024
821,Python for Everybody,Data Science,Big Data,French,"Python, SQL, R, Data Analysis, Excel",Judy Gregory,4.6 stars,44016,44 hours,edX,$19,Yes,Beginner,2022
822,Introduction to Data Science in Python,Data Science,Statistics,English,"R, SQL, Deep Learning, Data Analysis, Python",Brittany Riley,4.3 stars,92906,24 hours,Coursera,$199,Yes,Beginner,2021
823,Data Structures and Algorithms Specialization,Data Science,Data Analysis,Spanish,"Python, Deep Learning, Power BI, Machine Learning, R",Amanda Thomas,4.0 stars,56202,34 hours,FutureLearn,$299,Yes,Beginner,2020
824,Full-Stack Web Development with React,Computer Science,Programming,French,"React, Python, JavaScript, Azure, SQL",Kaitlin Hardin,3.4 stars,66731,47 hours,edX,$199,Yes,Advanced,2024
825,Python for Everybody,Data Science,Big Data,French,"R, Machine Learning, Deep Learning, Python, Data Analysis",Michael Anderson,3.5 stars,78089,36 hours,Udemy,$99,Yes,Beginner,2022
826,Cybersecurity for Business,Business,Business Analytics,French,"Power BI, Critical Thinking, Communication, Excel, Leadership",Anthony Parker,3.1 stars,97105,44 hours,edX,$29,Yes,Intermediate,2018
827,Java Programming and Software Engineering,Computer Science,Cybersecurity,Hindi,"AWS, Python, Azure, React, SQL",Joy Jackson,3.3 stars,97788,19 hours,edX,$29,Yes,Intermediate,2018
828,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,English,"SQL, Excel, Deep Learning, R, Python",Sabrina Rodriguez,3.7 stars,37890,40 hours,edX,$199,Yes,Beginner,2020
829,Statistics with Python,Data Science,Machine Learning,Hindi,"Python, Deep Learning, Excel, SQL, Machine Learning",Robert Walker PhD,3.3 stars,25411,57 hours,edX,$49,Yes,Intermediate,2020
830,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Hindi,"Data Analysis, Excel, Machine Learning, Deep Learning, R",Robert Hendrix,4.8 stars,16977,18 hours,FutureLearn,$0,Yes,Advanced,2023
831,Tableau Data Visualization,Data Science,Statistics,French,"Excel, Python, Data Analysis, R, Deep Learning",Erika Daugherty,4.0 stars,50486,49 hours,Coursera,$0,Yes,Advanced,2019
832,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,English,"Deep Learning, Machine Learning, Data Analysis, Power BI, Excel",Brenda Copeland,4.5 stars,42641,37 hours,FutureLearn,$49,Yes,Advanced,2021
833,Java Programming and Software Engineering,Computer Science,Cybersecurity,French,"AWS, React, Python, SQL, JavaScript",Pamela Watkins,3.3 stars,51869,56 hours,Coursera,$0,No,Beginner,2024
834,Tableau Data Visualization,Data Science,Statistics,French,"Python, R, SQL, Machine Learning, Excel",Bryan Thomas,3.3 stars,13070,31 hours,edX,$49,Yes,Intermediate,2020
835,Applied Data Science with Python,Data Science,Big Data,Spanish,"Power BI, Data Analysis, Excel, Machine Learning, R",Michael Tran,4.5 stars,47085,36 hours,edX,$29,Yes,Beginner,2019
836,Java Programming and Software Engineering,Computer Science,Cybersecurity,French,"React, Azure, SQL, JavaScript, AWS",Timothy Williams,4.0 stars,44347,38 hours,FutureLearn,$0,Yes,Advanced,2024
837,Introduction to Data Science in Python,Data Science,Deep Learning,French,"R, Deep Learning, Python, Data Analysis, Power BI",Ryan Salazar,3.7 stars,42710,11 hours,Udemy,$49,Yes,Beginner,2020
838,Google Data Analytics Certificate,Data Science,Data Analysis,English,"R, Python, Excel, Deep Learning, Machine Learning",Alexis Tucker,3.3 stars,26539,17 hours,FutureLearn,$29,Yes,Advanced,2021
839,Statistics with Python,Data Science,Machine Learning,English,"Machine Learning, Power BI, Data Analysis, Excel, Python",Christopher Davis,3.9 stars,32232,31 hours,Udemy,$199,Yes,Beginner,2022
840,SQL for Data Science,Data Science,Data Analysis,Hindi,"R, SQL, Power BI, Excel, Machine Learning",Stacie Butler,3.1 stars,91022,26 hours,Coursera,$0,Yes,Advanced,2022
841,Excel to MySQL: Analytic Techniques,Data Science,Statistics,Spanish,"Machine Learning, Python, R, Data Analysis, Power BI",Patricia Schwartz,4.3 stars,1688,42 hours,FutureLearn,$19,Yes,Advanced,2018
842,AI For Everyone,Data Science,Statistics,Spanish,"Excel, R, Machine Learning, Power BI, Deep Learning",Mark Mills,3.7 stars,20135,40 hours,edX,$19,Yes,Beginner,2019
843,Deep Learning Specialization,Computer Science,Cloud Computing,French,"AWS, SQL, JavaScript, Python, Azure",Todd Bishop,3.4 stars,98864,54 hours,FutureLearn,$0,Yes,Advanced,2021
844,SQL for Data Science,Data Science,Data Analysis,Spanish,"Python, R, Data Analysis, Machine Learning, SQL",Christopher Porter,4.4 stars,44242,42 hours,Coursera,$99,Yes,Beginner,2023
845,Applied Data Science with Python,Data Science,Big Data,Hindi,"Python, SQL, Deep Learning, R, Data Analysis",Lori Patton,4.3 stars,5905,56 hours,Udemy,$29,Yes,Beginner,2020
846,The Science of Well-Being,IT & Software,Cybersecurity,Spanish,"Networking, Critical Thinking, DevOps, AWS, Azure",Aaron Young,3.3 stars,29900,11 hours,FutureLearn,$19,Yes,Advanced,2021
847,Cybersecurity for Business,Business,Finance,Spanish,"Communication, Critical Thinking, Excel, Power BI, Leadership",Joseph Davis,3.1 stars,55852,52 hours,edX,$0,Yes,Advanced,2022
848,Excel to MySQL: Analytic Techniques,Data Science,Deep Learning,Spanish,"Machine Learning, Python, R, Deep Learning, SQL",Philip Fernandez,4.6 stars,68257,60 hours,FutureLearn,$299,Yes,Advanced,2022
849,Introduction to Data Science in Python,Data Science,Data Analysis,Hindi,"SQL, R, Machine Learning, Excel, Power BI",Randy Hopkins,3.3 stars,56377,6 hours,edX,$199,Yes,Advanced,2022
850,The Science of Well-Being,Arts,Painting,Hindi,"Design, Communication, Photography, Creativity",Cory Hogan,3.2 stars,58224,17 hours,Coursera,$29,Yes,Intermediate,2021
851,Statistics with Python,Data Science,Deep Learning,English,"Machine Learning, Deep Learning, Power BI, Python, Data Analysis",Tracy Wells,3.9 stars,65721,14 hours,edX,$0,No,Beginner,2021
852,Business Analytics with Excel,Business,Marketing,Hindi,"Communication, Power BI, Excel, Leadership, Critical Thinking",Michael Williams,3.3 stars,95118,14 hours,Udemy,$19,Yes,Advanced,2021
853,Business Analytics with Excel,Business,Leadership,English,"Critical Thinking, Leadership, Power BI, Communication, Excel",Dominique Hamilton,3.1 stars,56252,25 hours,edX,$49,Yes,Advanced,2022
854,Python for Everybody,Data Science,Big Data,Spanish,"Python, Deep Learning, R, Data Analysis, Machine Learning",Robert Chang,4.4 stars,9353,45 hours,FutureLearn,$49,Yes,Intermediate,2021
855,Data Structures and Algorithms Specialization,Data Science,Data Analysis,English,"Deep Learning, SQL, R, Excel, Python",Patrick Buckley,4.7 stars,98265,18 hours,FutureLearn,$299,Yes,Advanced,2018
856,The Science of Well-Being,Computer Science,Programming,French,"SQL, React, JavaScript, Azure, Python",Richard Washington,3.3 stars,72180,18 hours,edX,$29,Yes,Advanced,2022
857,Python for Everybody,Data Science,Big Data,French,"Power BI, SQL, R, Python, Excel",Steven Griffith,3.8 stars,19883,20 hours,FutureLearn,$0,Yes,Advanced,2018
858,Full-Stack Web Development with React,Computer Science,Web Development,English,"JavaScript, AWS, Azure, SQL, Python",Erika Gonzalez,4.1 stars,71773,11 hours,Udemy,$199,Yes,Advanced,2023
859,Google Data Analytics Certificate,Data Science,Statistics,English,"Power BI, Excel, Deep Learning, Python, SQL",Erika Maxwell,4.3 stars,64122,5 hours,FutureLearn,$299,Yes,Intermediate,2023
860,Statistics with Python,Data Science,Statistics,Hindi,"Python, Power BI, Excel, Deep Learning, Machine Learning",Brent Rojas,3.4 stars,19332,42 hours,Udemy,$99,Yes,Intermediate,2022
861,SQL for Data Science,Data Science,Statistics,Spanish,"Machine Learning, SQL, Data Analysis, R, Excel",Jaime Walker,4.2 stars,59622,7 hours,Udemy,$199,Yes,Advanced,2020
862,Java Programming and Software Engineering,Computer Science,Programming,Hindi,"React, Azure, SQL, Python, AWS",John Zamora,5.0 stars,25135,26 hours,edX,$299,Yes,Advanced,2021
863,SQL for Data Science,Data Science,Machine Learning,Hindi,"Excel, Machine Learning, SQL, Python, Deep Learning",Timothy Gibson,3.2 stars,43258,26 hours,Coursera,$299,Yes,Advanced,2024
864,Data Structures and Algorithms Specialization,Data Science,Data Analysis,English,"Excel, Deep Learning, Python, Data Analysis, SQL",Chad Cortez,4.0 stars,81085,43 hours,Udemy,$199,Yes,Advanced,2020
865,Natural Language Processing with Deep Learning,Computer Science,Cybersecurity,English,"JavaScript, SQL, AWS, React, Azure",Vanessa Harris,3.6 stars,40544,35 hours,Coursera,$0,Yes,Advanced,2023
866,Statistics with Python,Data Science,Machine Learning,French,"Data Analysis, SQL, Deep Learning, Excel, Python",Michael Brown,4.1 stars,58291,12 hours,edX,$19,Yes,Advanced,2024
867,SQL for Data Science,Data Science,Big Data,French,"SQL, Deep Learning, Python, R, Machine Learning",Samuel Ellis,4.2 stars,70580,8 hours,Udemy,$299,Yes,Beginner,2023
868,SQL for Data Science,Data Science,Data Analysis,French,"R, Data Analysis, Machine Learning, Excel, Power BI",Greg Tanner,5.0 stars,75401,56 hours,edX,$29,Yes,Beginner,2024
869,Introduction to Data Science in Python,Data Science,Deep Learning,French,"Power BI, Deep Learning, Machine Learning, Data Analysis, Python",Rachel Little,3.4 stars,17757,44 hours,edX,$0,No,Intermediate,2019
870,Natural Language Processing with Deep Learning,Arts,Photography,Hindi,"Creativity, Design, Photography, Communication",Carolyn Cordova,4.2 stars,92283,47 hours,Udemy,$49,Yes,Advanced,2021
871,The Science of Well-Being,Business,Leadership,English,"Power BI, Critical Thinking, Communication, Leadership, Excel",Angelica Vincent,3.7 stars,48372,50 hours,edX,$19,Yes,Advanced,2019
872,Java Programming and Software Engineering,Computer Science,Web Development,Spanish,"Python, Azure, SQL, JavaScript, AWS",Zachary Vargas PhD,3.1 stars,45576,45 hours,edX,$299,Yes,Advanced,2019
873,AWS Cloud Practitioner Essentials,IT & Software,DevOps,French,"DevOps, AWS, Azure, Critical Thinking, Networking",Nicholas Fitzgerald,4.7 stars,93032,21 hours,FutureLearn,$29,Yes,Beginner,2023
874,Python for Everybody,Data Science,Machine Learning,Spanish,"Deep Learning, Excel, Power BI, R, Data Analysis",Garrett Riley,4.3 stars,82296,36 hours,edX,$99,Yes,Advanced,2022
875,SQL for Data Science,Data Science,Machine Learning,Hindi,"Power BI, Python, Machine Learning, Excel, Data Analysis",Leslie Hernandez,4.8 stars,10182,37 hours,Coursera,$0,No,Intermediate,2022
876,Introduction to Data Science in Python,Data Science,Statistics,Spanish,"SQL, Deep Learning, Data Analysis, Python, Excel",Abigail Baird,4.7 stars,87609,35 hours,FutureLearn,$299,Yes,Advanced,2018
877,Applied Data Science with Python,Data Science,Statistics,French,"R, Power BI, Excel, SQL, Machine Learning",John Mack,3.6 stars,96561,13 hours,Udemy,$299,Yes,Advanced,2021
878,Statistics with Python,Data Science,Data Analysis,Spanish,"Machine Learning, SQL, Python, Power BI, Excel",Joseph Mendoza,4.9 stars,98286,6 hours,FutureLearn,$299,Yes,Advanced,2024
879,Data Structures and Algorithms Specialization,Data Science,Deep Learning,French,"SQL, R, Excel, Machine Learning, Power BI",Samantha Chavez,3.2 stars,97913,29 hours,FutureLearn,$49,Yes,Intermediate,2021
880,AWS Cloud Practitioner Essentials,IT & Software,Cloud Computing,Hindi,"AWS, Azure, DevOps, Networking, Critical Thinking",Justin Smith,4.6 stars,4303,13 hours,Udemy,$29,Yes,Beginner,2023
881,Python for Everybody,Data Science,Deep Learning,Hindi,"R, Excel, Power BI, Deep Learning, Python",Tiffany Anderson,4.5 stars,55592,40 hours,Udemy,$0,No,Intermediate,2021
882,Statistics with Python,Data Science,Data Analysis,Hindi,"Python, Excel, Machine Learning, Deep Learning, Power BI",Matthew Davis,4.3 stars,36286,57 hours,FutureLearn,$29,Yes,Beginner,2020
883,Business Analytics with Excel,Business,Marketing,French,"Leadership, Excel, Power BI, Communication, Critical Thinking",Eric Warner,3.6 stars,51932,28 hours,FutureLearn,$0,No,Intermediate,2019
884,The Science of Well-Being,Arts,Design,Hindi,"Creativity, Photography, Design, Communication",Nicole Johnson,3.8 stars,8814,41 hours,edX,$49,Yes,Advanced,2023
885,Deep Learning Specialization,Arts,Painting,French,"Photography, Communication, Creativity, Design",Raymond Sawyer,3.8 stars,34533,56 hours,Coursera,$49,Yes,Intermediate,2022
886,AWS Cloud Practitioner Essentials,IT & Software,Cloud Computing,Spanish,"AWS, Azure, Networking, DevOps, Critical Thinking",Richard Wood,3.7 stars,95600,51 hours,Udemy,$19,Yes,Intermediate,2024
887,Natural Language Processing with Deep Learning,Computer Science,Cybersecurity,Hindi,"AWS, React, Azure, JavaScript, SQL",Mark Dalton,4.1 stars,39512,35 hours,Udemy,$99,Yes,Beginner,2018
888,Statistics with Python,Data Science,Data Analysis,French,"Deep Learning, Data Analysis, Machine Learning, Python, Power BI",Steven Cook,3.6 stars,26048,14 hours,edX,$199,Yes,Beginner,2018
889,SQL for Data Science,Data Science,Data Analysis,English,"Excel, R, Power BI, Machine Learning, Data Analysis",Jeffery Nelson,3.3 stars,90304,5 hours,edX,$19,Yes,Beginner,2022
890,Tableau Data Visualization,Data Science,Data Analysis,English,"R, SQL, Machine Learning, Deep Learning, Excel",Kimberly Norton,4.0 stars,6885,49 hours,edX,$49,Yes,Advanced,2018
891,Java Programming and Software Engineering,Computer Science,Programming,Hindi,"JavaScript, AWS, React, Azure, SQL",Angela Gilmore,4.2 stars,42642,10 hours,Coursera,$29,Yes,Intermediate,2019
892,Business Analytics with Excel,Business,Finance,English,"Critical Thinking, Power BI, Leadership, Communication, Excel",Amy Dougherty,4.1 stars,12855,7 hours,FutureLearn,$49,Yes,Advanced,2022
893,Applied Data Science with Python,Data Science,Data Analysis,English,"Power BI, Data Analysis, SQL, Excel, Machine Learning",Stacy Rodriguez,3.8 stars,71916,46 hours,Coursera,$299,Yes,Beginner,2024
894,Big Data Essentials,Data Science,Big Data,Hindi,"Machine Learning, SQL, Deep Learning, Python, Data Analysis",Manuel Diaz,4.4 stars,25813,5 hours,FutureLearn,$29,Yes,Beginner,2018
895,Machine Learning by Stanford University,Data Science,Deep Learning,Spanish,"Machine Learning, Python, SQL, R, Excel",Justin Jones,5.0 stars,90720,26 hours,Coursera,$299,Yes,Advanced,2020
896,Natural Language Processing with Deep Learning,Business,Business Analytics,French,"Communication, Leadership, Critical Thinking, Excel, Power BI",Christine Zavala,3.8 stars,4906,11 hours,edX,$0,No,Beginner,2020
897,Excel to MySQL: Analytic Techniques,Data Science,Data Analysis,Hindi,"Data Analysis, Python, Power BI, Machine Learning, R",Brian Mendoza,4.7 stars,68166,14 hours,Udemy,$19,Yes,Beginner,2024
898,Machine Learning by Stanford University,Data Science,Deep Learning,Hindi,"R, Python, Power BI, Data Analysis, SQL",Lauren Haley,3.4 stars,23181,8 hours,edX,$299,Yes,Intermediate,2019
